ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,PRODUCTLINE,CUSTOMERNAME,COUNTRY,DEALSIZE
1565,38,83.03,3155.14,2/24/2003 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Medium
1566,34,83.79,2848.86,4/29/2003 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Small
1567,43,83.03,3570.29,7/1/2003 0:00,Shipped,Motorcycles,Lyon Souveniers,France,Medium
1568,47,83.03,3902.41,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Medium
1569,22,67.03,1474.66,10/10/2003 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Small
1570,29,75.41,2186.89,10/28/2003 0:00,Shipped,Motorcycles,Technics Stores Inc.,USA,Small
1571,28,68.55,1919.4,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
1572,40,91.4,3656,11/18/2003 0:00,Shipped,Motorcycles,Herkku Gifts,Norway,Medium
1573,25,73.88,1847,12/1/2003 0:00,Shipped,Motorcycles,Mini Wheels Co.,USA,Small
1574,30,61.7,1851,1/12/2004 0:00,Shipped,Motorcycles,Osaka Souveniers Co.,Japan,Small
1575,38,69.31,2633.78,2/20/2004 0:00,Shipped,Motorcycles,"Australian Collectors, Co.",Australia,Small
1576,36,87.6,3153.6,4/3/2004 0:00,Shipped,Motorcycles,Motor Mint Distributors Inc.,USA,Medium
1577,32,87.6,2803.2,5/11/2004 0:00,Shipped,Motorcycles,The Sharp Gifts Warehouse,USA,Small
1578,37,62.46,2311.02,6/28/2004 0:00,Shipped,Motorcycles,Gift Depot Inc.,USA,Small
1579,30,79.98,2399.4,7/23/2004 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Small
1580,39,70.08,2733.12,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Small
1581,32,65.51,2096.32,9/16/2004 0:00,Shipped,Motorcycles,"Clover Collections, Co.",Ireland,Small
1582,47,63.22,2971.34,10/15/2004 0:00,Shipped,Motorcycles,Mini Classics,USA,Small
1583,26,86.83,2257.58,11/2/2004 0:00,Shipped,Motorcycles,Diecast Classics Inc.,USA,Small
1584,37,94.43,3493.91,11/15/2004 0:00,Shipped,Motorcycles,Land of Toys Inc.,USA,Medium
1585,55,79.98,4398.9,11/24/2004 0:00,Shipped,Motorcycles,Enaco Distributors,Spain,Medium
1586,21,100,3595.62,1/6/2005 0:00,Shipped,Motorcycles,Suominen Souveniers,Finland,Medium
1587,23,100,2443.29,2/3/2005 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Small
1588,49,81.4,3988.6,3/3/2005 0:00,Shipped,Motorcycles,Scandinavian Gift Ideas,Sweden,Medium
1589,59,87.6,5168.4,4/7/2005 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
1590,32,87.6,2803.2,5/10/2005 0:00,Shipped,Motorcycles,L'ordine Souveniers,Italy,Small
1591,43,100,6341.21,2/11/2003 0:00,Shipped,Ships,Danish Wholesale Imports,Denmark,Medium
1592,41,100,5189.78,4/16/2003 0:00,Shipped,Ships,"Dragon Souveniers, Ltd.",Singapore,Medium
1593,45,100,6027.75,6/12/2003 0:00,Shipped,Ships,"Stylish Desk Decors, Co.",UK,Medium
1594,33,100,3366,8/8/2003 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Medium
1595,40,100,5456.4,9/28/2003 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Medium
1596,33,100,3812.16,10/23/2003 0:00,Cancelled,Ships,Scandinavian Gift Ideas,Sweden,Medium
1597,50,100,6083,11/7/2003 0:00,Shipped,Ships,CAF Imports,Spain,Medium
1598,30,100,3170.7,11/14/2003 0:00,Shipped,Ships,Mini Creations Ltd.,USA,Medium
1599,41,100,4534.6,11/26/2003 0:00,Shipped,Ships,Enaco Distributors,Spain,Medium
1600,35,100,4301.15,1/2/2004 0:00,Shipped,Ships,"Saveley & Henriot, Co.",France,Medium
1601,49,100,6804.63,2/18/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Medium
1602,46,100,5652.94,3/20/2004 0:00,Shipped,Ships,giftsbymail.co.uk,UK,Medium
1603,48,100,6960.48,5/7/2004 0:00,Cancelled,Ships,Land of Toys Inc.,USA,Medium
1604,36,100,4512.6,6/17/2004 0:00,Shipped,Ships,Quebec Home Shopping Network,Canada,Medium
1605,22,100,2784.76,7/21/2004 0:00,Shipped,Ships,Petit Auto,Belgium,Small
1606,42,100,5316.36,8/20/2004 0:00,Shipped,Ships,"Royal Canadian Collectables, Ltd.",Canada,Medium
1607,21,100,2941.89,9/9/2004 0:00,Shipped,Ships,Amica Models & Co.,Italy,Small
1608,29,100,3207.4,10/14/2004 0:00,Shipped,Ships,"AV Stores, Co.",UK,Medium
1609,35,100,4215.05,10/29/2004 0:00,Shipped,Ships,La Rochelle Gifts,France,Medium
1610,41,100,4333.29,11/9/2004 0:00,Shipped,Ships,"Volvo Model Replicas, Co",Sweden,Medium
1611,29,71.97,2087.13,11/21/2004 0:00,Shipped,Ships,Classic Legends Inc.,USA,Small
1612,34,50.33,1711.22,12/2/2004 0:00,Shipped,Ships,Euro Shopping Channel,Spain,Small
1613,37,100,3910.53,1/26/2005 0:00,Shipped,Ships,"Tokyo Collectables, Ltd",Japan,Medium
1614,28,80.54,2255.12,2/23/2005 0:00,Shipped,Ships,Corporate Gift Ideas Co.,USA,Small
1615,49,100,5720.75,3/23/2005 0:00,Shipped,Ships,Mini Gifts Distributors Ltd.,USA,Medium
1616,23,100,3335.23,5/6/2005 0:00,On Hold,Ships,Gifts4AllAges.com,USA,Medium
1617,46,53.76,2472.96,1/9/2003 0:00,Shipped,Vintage Cars,"Blauer See Auto, Co.",Germany,Small
1618,39,44.35,1729.65,3/18/2003 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
1619,22,45.25,995.5,5/21/2003 0:00,Shipped,Vintage Cars,Signal Gift Stores,USA,Small
1620,49,49.28,2414.72,9/12/2003 0:00,Shipped,Vintage Cars,Signal Collectibles Ltd.,USA,Small
1621,43,36.29,1560.47,10/18/2003 0:00,Shipped,Vintage Cars,Corporate Gift Ideas Co.,USA,Small
1622,27,41.22,1112.94,11/5/2003 0:00,Shipped,Vintage Cars,Rovelli Gifts,Italy,Small
1623,31,36.74,1138.94,11/12/2003 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1624,20,50.62,1012.4,11/21/2003 0:00,Shipped,Vintage Cars,"Australian Collectables, Ltd",Australia,Small
1625,24,38.08,913.92,12/3/2003 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
1626,49,47.94,2349.06,1/26/2004 0:00,Shipped,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,Small
1627,24,48.38,1161.12,3/2/2004 0:00,Shipped,Vintage Cars,"Saveley & Henriot, Co.",France,Small
1628,39,45.25,1764.75,4/29/2004 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
1629,37,45.7,1690.9,6/4/2004 0:00,Shipped,Vintage Cars,Mini Caravy,France,Small
1630,45,47.49,2137.05,8/17/2004 0:00,Shipped,Vintage Cars,Amica Models & Co.,Italy,Small
1631,45,48.38,2177.1,9/3/2004 0:00,Shipped,Vintage Cars,Herkku Gifts,Norway,Small
1632,44,39.42,1734.48,10/11/2004 0:00,Shipped,Vintage Cars,Auto Assoc. & Cie.,France,Small
1633,23,37.63,865.49,10/21/2004 0:00,Shipped,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1634,30,100,3500.1,11/4/2004 0:00,Shipped,Vintage Cars,Online Diecast Creations Co.,USA,Medium
1635,26,85.52,2223.52,11/17/2004 0:00,Shipped,Vintage Cars,"AV Stores, Co.",UK,Small
1636,43,53.76,2311.68,11/25/2004 0:00,Shipped,Vintage Cars,Atelier graphique,France,Small
1637,26,31.86,828.36,12/9/2004 0:00,Shipped,Vintage Cars,Lyon Souveniers,France,Small
1638,28,30.59,856.52,1/12/2005 0:00,Resolved,Vintage Cars,Toys4GrownUps.com,USA,Small
1639,27,68.35,1845.45,2/16/2005 0:00,Shipped,Vintage Cars,Euro Shopping Channel,Spain,Small
1640,24,100,4042.08,3/9/2005 0:00,Shipped,Vintage Cars,"Anna's Decorations, Ltd",Australia,Medium
1641,40,45.7,1828,5/29/2005 0:00,In Process,Vintage Cars,Mini Gifts Distributors Ltd.,USA,Small
1642,36,100,3680.28,1/29/2003 0:00,Shipped,Trucks and Buses,Baane Mini Imports,Norway,Medium
1643,21,100,2925.09,4/1/2003 0:00,Shipped,Trucks and Buses,"La Corne D'abondance, Co.",France,Small
1644,27,100,3415.77,5/28/2003 0:00,Shipped,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,Medium
1645,47,100,5105.14,7/24/2003 0:00,Shipped,Trucks and Buses,Technics Stores Inc.,USA,Medium
1646,42,100,5098.8,9/21/2003 0:00,Shipped,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,Medium
1647,32,100,4661.76,10/22/2003 0:00,Shipped,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Medium
1648,28,100,2969.96,11/6/2003 0:00,Shipped,Trucks and Buses,"Stylish Desk Decors, Co.",UK,Small
1649,24,100,3496.32,11/14/2003 0:00,Shipped,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,Medium
1650,49,100,5760.93,11/25/2003 0:00,Shipped,Trucks and Buses,"Saveley & Henriot, Co.",France,Medium
1651,46,100,6819.04,12/9/2003 0:00,Shipped,Trucks and Buses,Diecast Collectables,USA,Medium
1652,28,100,3148.88,2/4/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
1653,48,100,5704.32,3/11/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1654,29,100,3520.6,5/5/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
1655,47,100,5285.62,6/15/2004 0:00,Shipped,Trucks and Buses,Handji Gifts& Co,Singapore,Medium
1656,43,100,5605.05,7/20/2004 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1657,25,100,2779.5,8/19/2004 0:00,Shipped,Trucks and Buses,Diecast Classics Inc.,USA,Small
1658,48,100,5398.08,9/8/2004 0:00,Shipped,Trucks and Buses,Scandinavian Gift Ideas,Sweden,Medium
1659,24,100,3189.6,10/13/2004 0:00,Shipped,Trucks and Buses,Marta's Replicas Co.,USA,Medium
1660,42,100,5581.8,10/22/2004 0:00,Shipped,Trucks and Buses,Canadian Gift Exchange Network,Canada,Medium
1661,31,100,3820.44,11/5/2004 0:00,Shipped,Trucks and Buses,Vitachrome Inc.,USA,Medium
1662,42,100,5528.04,11/19/2004 0:00,On Hold,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,Medium
1663,37,100,5981.42,11/1/2004 0:00,Shipped,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,Medium
1664,41,100,5684.65,12/10/2004 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Medium
1665,20,100,3449.4,1/23/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Medium
1666,20,100,2654.4,2/17/2005 0:00,Shipped,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,Small
1667,70,100,8498,5/3/2005 0:00,Shipped,Trucks and Buses,Euro Shopping Channel,Spain,Large
1668,49,100,5510.54,5/31/2005 0:00,In Process,Trucks and Buses,La Rochelle Gifts,France,Medium
1669,35,58.87,2060.45,3/3/2003 0:00,Shipped,Motorcycles,Cruz & Sons Co.,Philippines,Small
1670,32,76.88,2460.16,5/7/2003 0:00,Shipped,Motorcycles,Reims Collectables,France,Small
1671,29,61.64,1787.56,7/2/2003 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Small
1672,27,60.95,1645.65,8/25/2003 0:00,Shipped,Motorcycles,Toys4GrownUps.com,USA,Small
1673,27,80.34,2169.18,10/10/2003 0:00,Shipped,Motorcycles,Corporate Gift Ideas Co.,USA,Small
1674,38,74.11,2816.18,11/4/2003 0:00,Shipped,Motorcycles,"Anna's Decorations, Ltd",Australia,Small
1675,35,72.03,2521.05,11/11/2003 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
1676,42,76.19,3199.98,11/19/2003 0:00,Shipped,Motorcycles,Euro Shopping Channel,Spain,Medium
1677,21,63.72,1338.12,1/15/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Small
1678,37,80.34,2972.58,2/21/2004 0:00,Shipped,Motorcycles,Daedalus Designs Imports,France,Small
1679,26,79.65,2070.9,4/5/2004 0:00,Shipped,Motorcycles,Vitachrome Inc.,USA,Small
1680,47,65.8,3092.6,5/26/2004 0:00,Shipped,Motorcycles,Auto Canal Petit,France,Medium
1681,37,65.1,2408.7,6/30/2004 0:00,Shipped,Motorcycles,Gifts4AllAges.com,USA,Small
1682,46,75.49,3472.54,8/2/2004 0:00,Shipped,Motorcycles,Online Mini Collectables,USA,Medium
1683,38,59.56,2263.28,8/27/2004 0:00,Shipped,Motorcycles,Marta's Replicas Co.,USA,Small
1684,33,66.49,2194.17,9/30/2004 0:00,Shipped,Motorcycles,"Toys of Finland, Co.",Finland,Small
1685,24,56.1,1346.4,10/15/2004 0:00,Shipped,Motorcycles,Baane Mini Imports,Norway,Small
1686,31,81.73,2533.63,11/3/2004 0:00,Shipped,Motorcycles,Microscale Inc.,USA,Small
1687,42,81.03,3403.26,11/16/2004 0:00,Shipped,Motorcycles,Cruz & Sons Co.,Philippines,Medium
1688,32,100,3307.2,11/24/2004 0:00,Shipped,Motorcycles,Salzburg Collectables,Austria,Medium
1689,41,70.65,2896.65,12/7/2004 0:00,Shipped,Motorcycles,Euro Shopping Channel,Spain,Small
1690,43,61.23,2632.89,1/6/2005 0:00,Shipped,Motorcycles,Suominen Souveniers,Finland,Small
1691,20,100,2046,2/3/2005 0:00,Shipped,Motorcycles,La Rochelle Gifts,France,Small
1692,35,65.13,2279.55,3/4/2005 0:00,Shipped,Motorcycles,Mini Gifts Distributors Ltd.,USA,Small
1693,27,79.65,2150.55,4/8/2005 0:00,Shipped,Motorcycles,"UK Collectables, Ltd.",UK,Small
1694,43,78.15,3360.45,3/18/2003 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
1695,32,72.7,2326.4,5/21/2003 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1696,21,73.6,1545.6,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Small
1697,20,100,2144.6,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1698,22,74.51,1639.22,11/5/2003 0:00,Shipped,Classic Cars,Gift Depot Inc.,USA,Small
1699,36,73.6,2649.6,11/12/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1700,46,83.6,3845.6,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Medium
1701,47,96.32,4527.04,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1702,45,88.14,3966.3,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1703,47,88.14,4142.58,3/2/2004 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Medium
1704,47,94.5,4441.5,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Medium
1705,38,87.24,3315.12,7/7/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1706,49,79.97,3918.53,8/9/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1707,35,80.87,2830.45,9/1/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1708,49,100,5298.86,10/6/2003 0:00,Shipped,Classic Cars,"UK Collectables, Ltd.",UK,Medium
1709,28,93.6,2620.8,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1710,30,72.7,2181,11/4/2004 0:00,Shipped,Classic Cars,FunGiftIdeas.com,USA,Small
1711,39,86.72,3382.08,11/17/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
1712,25,100,2876.75,11/29/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1713,40,100,4107.2,1/19/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1714,36,37.5,1350,2/16/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1715,76,94.5,7182,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Large
1716,39,100,3933.93,5/29/2005 0:00,In Process,Classic Cars,Souveniers And Things Co.,Australia,Medium
1717,44,39.6,1742.4,1/31/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1718,24,30.06,721.44,4/1/2003 0:00,Shipped,Classic Cars,"La Corne D'abondance, Co.",France,Small
1719,39,38.19,1489.41,6/3/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1720,21,42.43,891.03,8/1/2003 0:00,Shipped,Classic Cars,Suominen Souveniers,Finland,Small
1721,30,40.31,1209.3,9/21/2003 0:00,Shipped,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,Small
1722,27,31.82,859.14,10/22/2003 0:00,Shipped,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Small
1723,37,31.12,1151.44,11/6/2003 0:00,Shipped,Classic Cars,"Stylish Desk Decors, Co.",UK,Small
1724,42,31.82,1336.44,11/14/2003 0:00,Shipped,Classic Cars,"Iberia Gift Imports, Corp.",Spain,Small
1725,32,28.29,905.28,11/25/2003 0:00,Shipped,Classic Cars,Mini Classics,USA,Small
1726,42,29.7,1247.4,12/9/2003 0:00,Shipped,Classic Cars,Diecast Collectables,USA,Small
1727,21,40.31,846.51,2/10/2004 0:00,Shipped,Classic Cars,Signal Collectibles Ltd.,USA,Small
1728,33,32.88,1085.04,3/11/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1729,49,36.07,1767.43,5/5/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1730,31,33.24,1030.44,6/15/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Small
1731,38,41.72,1585.36,7/20/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1732,20,40.66,813.2,8/19/2004 0:00,Shipped,Classic Cars,Diecast Classics Inc.,USA,Small
1733,39,30.06,1172.34,9/8/2004 0:00,Shipped,Classic Cars,Land of Toys Inc.,USA,Small
1734,48,31.47,1510.56,10/13/2004 0:00,Shipped,Classic Cars,Marta's Replicas Co.,USA,Small
1735,39,37.13,1448.07,10/22/2004 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1736,30,100,3338.1,11/5/2004 0:00,Shipped,Classic Cars,Vitachrome Inc.,USA,Medium
1737,33,37.13,1225.29,11/19/2004 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1738,36,37.13,1336.68,12/1/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Small
1739,36,82.94,2985.84,12/10/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1740,45,100,5545.8,1/23/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1741,40,100,6089.6,2/22/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1742,46,38.9,1789.4,3/15/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1743,30,36.07,1082.1,5/3/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1744,31,33.24,1030.44,5/31/2005 0:00,In Process,Classic Cars,La Rochelle Gifts,France,Small
1745,49,74.68,3659.32,2/17/2003 0:00,Shipped,Planes,Rovelli Gifts,Italy,Medium
1746,41,59.6,2443.6,4/28/2003 0:00,Shipped,Planes,Salzburg Collectables,Austria,Small
1747,35,67.14,2349.9,6/16/2003 0:00,Shipped,Planes,Gift Ideas Corp.,USA,Small
1748,27,60.97,1646.19,8/10/2003 0:00,Shipped,Planes,Mini Creations Ltd.,USA,Small
1749,23,72.62,1670.26,10/6/2003 0:00,Shipped,Planes,"Toys of Finland, Co.",Finland,Small
1750,21,69.88,1467.48,10/23/2003 0:00,Cancelled,Planes,Scandinavian Gift Ideas,Sweden,Small
1751,34,80.84,2748.56,11/8/2003 0:00,Shipped,Planes,Alpha Cognac,France,Small
1752,22,69.2,1522.4,11/14/2003 0:00,Shipped,Planes,"Double Decker Gift Stores, Ltd",UK,Small
1753,48,67.82,3255.36,11/27/2003 0:00,Shipped,Planes,Cruz & Sons Co.,Philippines,Medium
1754,43,82.21,3535.03,1/9/2004 0:00,Shipped,Planes,"Men 'R' US Retailers, Ltd.",USA,Medium
1755,32,81.53,2608.96,2/19/2004 0:00,Shipped,Planes,Collectable Mini Designs Co.,USA,Small
1756,20,67.82,1356.4,5/8/2004 0:00,Shipped,Planes,Cambridge Collectables Co.,USA,Small
1757,24,67.14,1611.36,6/24/2004 0:00,Cancelled,Planes,Euro Shopping Channel,Spain,Small
1758,40,65.08,2603.2,7/21/2004 0:00,Shipped,Planes,Collectables For Less Inc.,USA,Small
1759,30,73.99,2219.7,8/21/2004 0:00,Shipped,Planes,"Norway Gifts By Mail, Co.",Norway,Small
1760,21,71.25,1496.25,9/15/2004 0:00,Shipped,Planes,"Bavarian Collectables Imports, Co.",Germany,Small
1761,25,75.36,1884,10/14/2004 0:00,Shipped,Planes,"Classic Gift Ideas, Inc",USA,Small
1762,34,63.71,2166.14,11/1/2004 0:00,Shipped,Planes,giftsbymail.co.uk,UK,Small
1763,48,58.92,2828.16,11/12/2004 0:00,Shipped,Planes,Rovelli Gifts,Italy,Small
1764,55,100,6214.45,11/23/2004 0:00,Shipped,Planes,"Tokyo Collectables, Ltd",Japan,Medium
1765,25,74.68,1867,12/3/2004 0:00,Shipped,Planes,"Stylish Desk Decors, Co.",UK,Small
1766,38,70.44,2676.72,1/31/2005 0:00,Shipped,Planes,"Oulu Toy Supplies, Inc.",Finland,Small
1767,39,55.96,2182.44,3/1/2005 0:00,Resolved,Planes,Euro Shopping Channel,Spain,Small
1768,28,57.55,1611.4,3/30/2005 0:00,Shipped,Planes,Reims Collectables,France,Small
1769,24,61.66,1479.84,4/1/2005 0:00,Shipped,Planes,The Sharp Gifts Warehouse,USA,Small
1770,21,67.82,1424.22,5/9/2005 0:00,Disputed,Planes,"Australian Collectables, Ltd",Australia,Small
1771,46,100,5942.28,3/18/2003 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Medium
1772,25,93.95,2348.75,5/21/2003 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1773,34,100,4392.12,9/11/2003 0:00,Shipped,Classic Cars,"Anna's Decorations, Ltd",Australia,Medium
1774,25,100,2759.75,10/17/2003 0:00,Shipped,Classic Cars,Heintze Collectables,Denmark,Small
1775,23,100,2728.03,11/5/2003 0:00,Shipped,Classic Cars,Rovelli Gifts,Italy,Small
1776,20,100,2395.8,11/12/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1777,23,100,3052.33,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Medium
1778,42,100,4242,12/2/2003 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1779,27,100,2790.45,1/22/2004 0:00,Shipped,Classic Cars,"Double Decker Gift Stores, Ltd",UK,Small
1780,33,100,4340.49,3/2/2004 0:00,Shipped,Classic Cars,"Saveley & Henriot, Co.",France,Medium
1781,28,98.65,2762.2,4/13/2004 0:00,Shipped,Classic Cars,Mini Caravy,France,Small
1782,43,100,4645.72,7/7/2004 0:00,Shipped,Classic Cars,Muscle Machine Inc,USA,Medium
1783,48,100,5580.96,8/9/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1784,48,100,6539.04,9/1/2004 0:00,Shipped,Classic Cars,Handji Gifts& Co,Singapore,Medium
1785,45,100,5548.95,10/6/2003 0:00,Shipped,Classic Cars,"UK Collectables, Ltd.",UK,Medium
1786,43,100,4595.41,10/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Medium
1787,44,42.26,1859.44,11/17/2004 0:00,Shipped,Classic Cars,"AV Stores, Co.",UK,Small
1788,24,87.24,2093.76,11/29/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1789,31,100,4223.13,1/19/2005 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Medium
1790,44,36.29,1596.76,2/16/2005 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1791,59,98.65,5820.35,4/22/2005 0:00,On Hold,Classic Cars,The Sharp Gifts Warehouse,USA,Medium
1792,55,96.3,5296.5,5/29/2005 0:00,In Process,Classic Cars,Souveniers And Things Co.,Australia,Medium
1793,29,32.1,930.9,3/10/2003 0:00,Shipped,Classic Cars,Motor Mint Distributors Inc.,USA,Small
1794,39,30.96,1207.44,5/8/2003 0:00,Shipped,Classic Cars,Marseille Mini Autos,France,Small
1795,20,35.87,717.4,7/2/2003 0:00,Shipped,Classic Cars,Mini Gifts Distributors Ltd.,USA,Small
1796,25,42.67,1066.75,9/5/2003 0:00,Shipped,Classic Cars,Collectables For Less Inc.,USA,Small
1797,42,37,1554,10/11/2003 0:00,Shipped,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,Small
1798,36,35.49,1277.64,11/5/2003 0:00,Shipped,Classic Cars,Quebec Home Shopping Network,Canada,Small
1799,37,42.67,1578.79,11/12/2003 0:00,Shipped,Classic Cars,Herkku Gifts,Norway,Small
1800,30,30.59,917.7,11/20/2003 0:00,Shipped,Classic Cars,Online Diecast Creations Co.,USA,Small
1801,21,37,777,12/2/2003 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1802,34,43.42,1476.28,1/16/2004 0:00,Shipped,Classic Cars,Euro Shopping Channel,Spain,Small
1803,42,36.63,1538.46,2/22/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
1804,20,44.56,891.2,4/12/2004 0:00,Shipped,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,Small
1805,40,42.67,1706.8,6/1/2004 0:00,Cancelled,Classic Cars,"UK Collectables, Ltd.",UK,Small
1806,34,40.4,1373.6,7/6/2004 0:00,Shipped,Classic Cars,L'ordine Souveniers,Italy,Small
1807,31,38.89,1205.59,8/6/2004 0:00,Shipped,Classic Cars,Signal Gift Stores,USA,Small
1808,36,39.65,1427.4,8/30/2004 0:00,Shipped,Classic Cars,"Vida Sport, Ltd",Switzerland,Small
1809,48,34.36,1649.28,10/5/2003 0:00,Shipped,Classic Cars,"Norway Gifts By Mail, Co.",Norway,Small
1810,33,41.91,1383.03,10/16/2004 0:00,Shipped,Classic Cars,"Toms Spezialitten, Ltd",Germany,Small
